MTU (CET),Demand (MW),Price (EUR/MWh)
02.06.2018 05:00 - 02.06.2018 06:00,2643,2643
02.06.2018 06:00 - 02.06.2018 07:00,2819,2819
02.06.2018 07:00 - 02.06.2018 08:00,3125,3125
02.06.2018 08:00 - 02.06.2018 09:00,3442,3442
02.06.2018 09:00 - 02.06.2018 10:00,3628,3628
02.06.2018 10:00 - 02.06.2018 11:00,3705,3705
02.06.2018 11:00 - 02.06.2018 12:00,3697,3697
02.06.2018 12:00 - 02.06.2018 13:00,3642,3642
02.06.2018 13:00 - 02.06.2018 14:00,3568,3568
02.06.2018 14:00 - 02.06.2018 15:00,3488,3488
02.06.2018 15:00 - 02.06.2018 16:00,3435,3435
02.06.2018 16:00 - 02.06.2018 17:00,3465,3465
02.06.2018 17:00 - 02.06.2018 18:00,3604,3604
02.06.2018 18:00 - 02.06.2018 19:00,3631,3631
02.06.2018 19:00 - 02.06.2018 20:00,3524,3524
02.06.2018 20:00 - 02.06.2018 21:00,3429,3429
02.06.2018 21:00 - 02.06.2018 22:00,3326,3326
02.06.2018 22:00 - 02.06.2018 23:00,3257,3257
02.06.2018 23:00 - 03.06.2018 00:00,3092,3092
03.06.2018 00:00 - 03.06.2018 01:00,2902,2902
03.06.2018 01:00 - 03.06.2018 02:00,2747,2747
03.06.2018 02:00 - 03.06.2018 03:00,2649,2649
03.06.2018 03:00 - 03.06.2018 04:00,2617,2617
03.06.2018 04:00 - 03.06.2018 05:00,2560,2560
03.06.2018 05:00 - 03.06.2018 06:00,2547,2547
03.06.2018 06:00 - 03.06.2018 07:00,2665,2665
03.06.2018 07:00 - 03.06.2018 08:00,2917,2917
03.06.2018 08:00 - 03.06.2018 09:00,3215,3215
03.06.2018 09:00 - 03.06.2018 10:00,3419,3419
03.06.2018 10:00 - 03.06.2018 11:00,3546,3546
03.06.2018 11:00 - 03.06.2018 12:00,3584,3584
03.06.2018 12:00 - 03.06.2018 13:00,3564,3564
03.06.2018 13:00 - 03.06.2018 14:00,3522,3522
03.06.2018 14:00 - 03.06.2018 15:00,3485,3485
03.06.2018 15:00 - 03.06.2018 16:00,3466,3466
03.06.2018 16:00 - 03.06.2018 17:00,3515,3515
03.06.2018 17:00 - 03.06.2018 18:00,3697,3697
03.06.2018 18:00 - 03.06.2018 19:00,3713,3713
03.06.2018 19:00 - 03.06.2018 20:00,3632,3632
03.06.2018 20:00 - 03.06.2018 21:00,3506,3506
03.06.2018 21:00 - 03.06.2018 22:00,3392,3392
03.06.2018 22:00 - 03.06.2018 23:00,3282,3282
03.06.2018 23:00 - 04.06.2018 00:00,3059,3059
04.06.2018 00:00 - 04.06.2018 01:00,2883,2883
04.06.2018 01:00 - 04.06.2018 02:00,2776,2776
04.06.2018 02:00 - 04.06.2018 03:00,2733,2733
04.06.2018 03:00 - 04.06.2018 04:00,2738,2738
04.06.2018 04:00 - 04.06.2018 05:00,2731,2731
04.06.2018 05:00 - 04.06.2018 06:00,2868,2868
04.06.2018 06:00 - 04.06.2018 07:00,3373,3373
04.06.2018 07:00 - 04.06.2018 08:00,3914,3914
04.06.2018 08:00 - 04.06.2018 09:00,4222,4222
04.06.2018 09:00 - 04.06.2018 10:00,4351,4351
04.06.2018 10:00 - 04.06.2018 11:00,4452,4452
04.06.2018 11:00 - 04.06.2018 12:00,4474,4474
04.06.2018 12:00 - 04.06.2018 13:00,4426,4426
04.06.2018 13:00 - 04.06.2018 14:00,4408,4408
04.06.2018 14:00 - 04.06.2018 15:00,4333,4333
04.06.2018 15:00 - 04.06.2018 16:00,4178,4178
04.06.2018 16:00 - 04.06.2018 17:00,4154,4154
04.06.2018 17:00 - 04.06.2018 18:00,4230,4230
04.06.2018 18:00 - 04.06.2018 19:00,4105,4105
04.06.2018 19:00 - 04.06.2018 20:00,3914,3914
04.06.2018 20:00 - 04.06.2018 21:00,3769,3769
04.06.2018 21:00 - 04.06.2018 22:00,3567,3567
04.06.2018 22:00 - 04.06.2018 23:00,3479,3479
04.06.2018 23:00 - 05.06.2018 00:00,3269,3269
05.06.2018 00:00 - 05.06.2018 01:00,3035,3035
05.06.2018 01:00 - 05.06.2018 02:00,2874,2874
05.06.2018 02:00 - 05.06.2018 03:00,2796,2796
05.06.2018 03:00 - 05.06.2018 04:00,2762,2762
05.06.2018 04:00 - 05.06.2018 05:00,2722,2722
05.06.2018 05:00 - 05.06.2018 06:00,2769,2769
05.06.2018 06:00 - 05.06.2018 07:00,3006,3006
05.06.2018 07:00 - 05.06.2018 08:00,3305,3305
05.06.2018 08:00 - 05.06.2018 09:00,3651,3651
05.06.2018 09:00 - 05.06.2018 10:00,3950,3950
05.06.2018 10:00 - 05.06.2018 11:00,3959,3959
05.06.2018 11:00 - 05.06.2018 12:00,3919,3919
05.06.2018 12:00 - 05.06.2018 13:00,3862,3862
05.06.2018 13:00 - 05.06.2018 14:00,3818,3818
05.06.2018 14:00 - 05.06.2018 15:00,3711,3711
05.06.2018 15:00 - 05.06.2018 16:00,3644,3644
05.06.2018 16:00 - 05.06.2018 17:00,3749,3749
05.06.2018 17:00 - 05.06.2018 18:00,3898,3898
05.06.2018 18:00 - 05.06.2018 19:00,3890,3890
05.06.2018 19:00 - 05.06.2018 20:00,3712,3712
05.06.2018 20:00 - 05.06.2018 21:00,3613,3613
05.06.2018 21:00 - 05.06.2018 22:00,3461,3461
05.06.2018 22:00 - 05.06.2018 23:00,3355,3355
05.06.2018 23:00 - 06.06.2018 00:00,3202,3202
06.06.2018 00:00 - 06.06.2018 01:00,3011,3011
06.06.2018 01:00 - 06.06.2018 02:00,2889,2889
06.06.2018 02:00 - 06.06.2018 03:00,2829,2829
06.06.2018 03:00 - 06.06.2018 04:00,2838,2838
06.06.2018 04:00 - 06.06.2018 05:00,2818,2818
06.06.2018 05:00 - 06.06.2018 06:00,2973,2973
06.06.2018 06:00 - 06.06.2018 07:00,3508,3508
06.06.2018 07:00 - 06.06.2018 08:00,4079,4079
06.06.2018 08:00 - 06.06.2018 09:00,4326,4326
06.06.2018 09:00 - 06.06.2018 10:00,4409,4409
06.06.2018 10:00 - 06.06.2018 11:00,4505,4505
06.06.2018 11:00 - 06.06.2018 12:00,4525,4525
06.06.2018 12:00 - 06.06.2018 13:00,4413,4413
06.06.2018 13:00 - 06.06.2018 14:00,4501,4501
06.06.2018 14:00 - 06.06.2018 15:00,4419,4419
06.06.2018 15:00 - 06.06.2018 16:00,4329,4329
06.06.2018 16:00 - 06.06.2018 17:00,4276,4276
06.06.2018 17:00 - 06.06.2018 18:00,4366,4366
06.06.2018 18:00 - 06.06.2018 19:00,4281,4281
06.06.2018 19:00 - 06.06.2018 20:00,4079,4079
06.06.2018 20:00 - 06.06.2018 21:00,3786,3786
06.06.2018 21:00 - 06.06.2018 22:00,3637,3637
06.06.2018 22:00 - 06.06.2018 23:00,3563,3563
06.06.2018 23:00 - 07.06.2018 00:00,3332,3332
07.06.2018 00:00 - 07.06.2018 01:00,3097,3097
07.06.2018 01:00 - 07.06.2018 02:00,2950,2950
07.06.2018 02:00 - 07.06.2018 03:00,2894,2894
07.06.2018 03:00 - 07.06.2018 04:00,2898,2898
07.06.2018 04:00 - 07.06.2018 05:00,2871,2871
07.06.2018 05:00 - 07.06.2018 06:00,3033,3033
07.06.2018 06:00 - 07.06.2018 07:00,3573,3573
07.06.2018 07:00 - 07.06.2018 08:00,4126,4126
07.06.2018 08:00 - 07.06.2018 09:00,4384,4384
07.06.2018 09:00 - 07.06.2018 10:00,4478,4478
07.06.2018 10:00 - 07.06.2018 11:00,4577,4577
07.06.2018 11:00 - 07.06.2018 12:00,4545,4545
07.06.2018 12:00 - 07.06.2018 13:00,4484,4484
07.06.2018 13:00 - 07.06.2018 14:00,4517,4517
07.06.2018 14:00 - 07.06.2018 15:00,4424,4424
07.06.2018 15:00 - 07.06.2018 16:00,4262,4262
07.06.2018 16:00 - 07.06.2018 17:00,4197,4197
07.06.2018 17:00 - 07.06.2018 18:00,4340,4340
07.06.2018 18:00 - 07.06.2018 19:00,4240,4240
07.06.2018 19:00 - 07.06.2018 20:00,4054,4054
07.06.2018 20:00 - 07.06.2018 21:00,3886,3886
07.06.2018 21:00 - 07.06.2018 22:00,3741,3741
07.06.2018 22:00 - 07.06.2018 23:00,3583,3583
07.06.2018 23:00 - 08.06.2018 00:00,3338,3338
08.06.2018 00:00 - 08.06.2018 01:00,3111,3111
08.06.2018 01:00 - 08.06.2018 02:00,2993,2993
08.06.2018 02:00 - 08.06.2018 03:00,2928,2928
08.06.2018 03:00 - 08.06.2018 04:00,2907,2907
08.06.2018 04:00 - 08.06.2018 05:00,2903,2903
08.06.2018 05:00 - 08.06.2018 06:00,3068,3068
08.06.2018 06:00 - 08.06.2018 07:00,3596,3596
08.06.2018 07:00 - 08.06.2018 08:00,4175,4175
08.06.2018 08:00 - 08.06.2018 09:00,4401,4401
08.06.2018 09:00 - 08.06.2018 10:00,4475,4475
08.06.2018 10:00 - 08.06.2018 11:00,4560,4560
08.06.2018 11:00 - 08.06.2018 12:00,4552,4552
08.06.2018 12:00 - 08.06.2018 13:00,4438,4438
08.06.2018 13:00 - 08.06.2018 14:00,4372,4372
08.06.2018 14:00 - 08.06.2018 15:00,4218,4218
08.06.2018 15:00 - 08.06.2018 16:00,4077,4077
08.06.2018 16:00 - 08.06.2018 17:00,4036,4036
08.06.2018 17:00 - 08.06.2018 18:00,4112,4112
08.06.2018 18:00 - 08.06.2018 19:00,4056,4056
08.06.2018 19:00 - 08.06.2018 20:00,3852,3852
08.06.2018 20:00 - 08.06.2018 21:00,3654,3654
08.06.2018 21:00 - 08.06.2018 22:00,3502,3502
08.06.2018 22:00 - 08.06.2018 23:00,3393,3393
08.06.2018 23:00 - 09.06.2018 00:00,3203,3203
09.06.2018 00:00 - 09.06.2018 01:00,3002,3002
09.06.2018 01:00 - 09.06.2018 02:00,2852,2852
09.06.2018 02:00 - 09.06.2018 03:00,2762,2762
09.06.2018 03:00 - 09.06.2018 04:00,2740,2740
09.06.2018 04:00 - 09.06.2018 05:00,2667,2667
09.06.2018 05:00 - 09.06.2018 06:00,2689,2689
09.06.2018 06:00 - 09.06.2018 07:00,2836,2836
09.06.2018 07:00 - 09.06.2018 08:00,3125,3125
09.06.2018 08:00 - 09.06.2018 09:00,3423,3423
09.06.2018 09:00 - 09.06.2018 10:00,3599,3599
09.06.2018 10:00 - 09.06.2018 11:00,3696,3696
09.06.2018 11:00 - 09.06.2018 12:00,3702,3702
09.06.2018 12:00 - 09.06.2018 13:00,3641,3641
09.06.2018 13:00 - 09.06.2018 14:00,3608,3608
09.06.2018 14:00 - 09.06.2018 15:00,3548,3548
09.06.2018 15:00 - 09.06.2018 16:00,3501,3501
09.06.2018 16:00 - 09.06.2018 17:00,3530,3530
09.06.2018 17:00 - 09.06.2018 18:00,3668,3668
09.06.2018 18:00 - 09.06.2018 19:00,3679,3679
09.06.2018 19:00 - 09.06.2018 20:00,3534,3534
09.06.2018 20:00 - 09.06.2018 21:00,3394,3394
09.06.2018 21:00 - 09.06.2018 22:00,3278,3278
09.06.2018 22:00 - 09.06.2018 23:00,3201,3201
09.06.2018 23:00 - 10.06.2018 00:00,3063,3063
10.06.2018 00:00 - 10.06.2018 01:00,2887,2887
10.06.2018 01:00 - 10.06.2018 02:00,2756,2756
10.06.2018 02:00 - 10.06.2018 03:00,2672,2672
10.06.2018 03:00 - 10.06.2018 04:00,2626,2626
10.06.2018 04:00 - 10.06.2018 05:00,2555,2555
10.06.2018 05:00 - 10.06.2018 06:00,2553,2553
10.06.2018 06:00 - 10.06.2018 07:00,2679,2679
10.06.2018 07:00 - 10.06.2018 08:00,2929,2929
10.06.2018 08:00 - 10.06.2018 09:00,3216,3216
10.06.2018 09:00 - 10.06.2018 10:00,3439,3439
10.06.2018 10:00 - 10.06.2018 11:00,3587,3587
10.06.2018 11:00 - 10.06.2018 12:00,3648,3648
10.06.2018 12:00 - 10.06.2018 13:00,3616,3616
10.06.2018 13:00 - 10.06.2018 14:00,3595,3595
10.06.2018 14:00 - 10.06.2018 15:00,3556,3556
10.06.2018 15:00 - 10.06.2018 16:00,3537,3537
10.06.2018 16:00 - 10.06.2018 17:00,3583,3583
10.06.2018 17:00 - 10.06.2018 18:00,3873,3873
10.06.2018 18:00 - 10.06.2018 19:00,3932,3932
10.06.2018 19:00 - 10.06.2018 20:00,3744,3744
10.06.2018 20:00 - 10.06.2018 21:00,3541,3541
10.06.2018 21:00 - 10.06.2018 22:00,3379,3379
10.06.2018 22:00 - 10.06.2018 23:00,3248,3248
10.06.2018 23:00 - 11.06.2018 00:00,3021,3021
11.06.2018 00:00 - 11.06.2018 01:00,2862,2862
11.06.2018 01:00 - 11.06.2018 02:00,2774,2774
11.06.2018 02:00 - 11.06.2018 03:00,2757,2757
11.06.2018 03:00 - 11.06.2018 04:00,2775,2775
11.06.2018 04:00 - 11.06.2018 05:00,2770,2770
11.06.2018 05:00 - 11.06.2018 06:00,2937,2937
11.06.2018 06:00 - 11.06.2018 07:00,3483,3483
11.06.2018 07:00 - 11.06.2018 08:00,4092,4092
11.06.2018 08:00 - 11.06.2018 09:00,4395,4395
11.06.2018 09:00 - 11.06.2018 10:00,4470,4470
11.06.2018 10:00 - 11.06.2018 11:00,4544,4544
11.06.2018 11:00 - 11.06.2018 12:00,4590,4590
11.06.2018 12:00 - 11.06.2018 13:00,4542,4542
11.06.2018 13:00 - 11.06.2018 14:00,4552,4552
11.06.2018 14:00 - 11.06.2018 15:00,4492,4492
11.06.2018 15:00 - 11.06.2018 16:00,4388,4388
11.06.2018 16:00 - 11.06.2018 17:00,4309,4309
11.06.2018 17:00 - 11.06.2018 18:00,4537,4537
11.06.2018 18:00 - 11.06.2018 19:00,4402,4402
11.06.2018 19:00 - 11.06.2018 20:00,4092,4092
11.06.2018 20:00 - 11.06.2018 21:00,3908,3908
11.06.2018 21:00 - 11.06.2018 22:00,3711,3711
11.06.2018 22:00 - 11.06.2018 23:00,3526,3526
11.06.2018 23:00 - 12.06.2018 00:00,3233,3233
12.06.2018 00:00 - 12.06.2018 01:00,3071,3071
12.06.2018 01:00 - 12.06.2018 02:00,2978,2978
12.06.2018 02:00 - 12.06.2018 03:00,2927,2927
12.06.2018 03:00 - 12.06.2018 04:00,2931,2931
12.06.2018 04:00 - 12.06.2018 05:00,2955,2955
12.06.2018 05:00 - 12.06.2018 06:00,3079,3079
12.06.2018 06:00 - 12.06.2018 07:00,3569,3569
12.06.2018 07:00 - 12.06.2018 08:00,4098,4098
12.06.2018 08:00 - 12.06.2018 09:00,4323,4323
12.06.2018 09:00 - 12.06.2018 10:00,4408,4408
12.06.2018 10:00 - 12.06.2018 11:00,4508,4508
12.06.2018 11:00 - 12.06.2018 12:00,4538,4538
12.06.2018 12:00 - 12.06.2018 13:00,4459,4459
12.06.2018 13:00 - 12.06.2018 14:00,4478,4478
12.06.2018 14:00 - 12.06.2018 15:00,4408,4408
12.06.2018 15:00 - 12.06.2018 16:00,4267,4267
12.06.2018 16:00 - 12.06.2018 17:00,4246,4246
12.06.2018 17:00 - 12.06.2018 18:00,4465,4465
12.06.2018 18:00 - 12.06.2018 19:00,4342,4342
12.06.2018 19:00 - 12.06.2018 20:00,4089,4089
12.06.2018 20:00 - 12.06.2018 21:00,3886,3886
12.06.2018 21:00 - 12.06.2018 22:00,3706,3706
12.06.2018 22:00 - 12.06.2018 23:00,3524,3524
12.06.2018 23:00 - 13.06.2018 00:00,3294,3294
13.06.2018 00:00 - 13.06.2018 01:00,3100,3100
13.06.2018 01:00 - 13.06.2018 02:00,2975,2975
13.06.2018 02:00 - 13.06.2018 03:00,2941,2941
13.06.2018 03:00 - 13.06.2018 04:00,2905,2905
13.06.2018 04:00 - 13.06.2018 05:00,2877,2877
13.06.2018 05:00 - 13.06.2018 06:00,3054,3054
13.06.2018 06:00 - 13.06.2018 07:00,3587,3587
13.06.2018 07:00 - 13.06.2018 08:00,4158,4158
13.06.2018 08:00 - 13.06.2018 09:00,4466,4466
13.06.2018 09:00 - 13.06.2018 10:00,4565,4565
13.06.2018 10:00 - 13.06.2018 11:00,4625,4625
13.06.2018 11:00 - 13.06.2018 12:00,4633,4633
13.06.2018 12:00 - 13.06.2018 13:00,4581,4581
13.06.2018 13:00 - 13.06.2018 14:00,4572,4572
13.06.2018 14:00 - 13.06.2018 15:00,4487,4487
13.06.2018 15:00 - 13.06.2018 16:00,4295,4295
13.06.2018 16:00 - 13.06.2018 17:00,4177,4177
13.06.2018 17:00 - 13.06.2018 18:00,4361,4361
13.06.2018 18:00 - 13.06.2018 19:00,4282,4282
13.06.2018 19:00 - 13.06.2018 20:00,4085,4085
13.06.2018 20:00 - 13.06.2018 21:00,3912,3912
13.06.2018 21:00 - 13.06.2018 22:00,3676,3676
13.06.2018 22:00 - 13.06.2018 23:00,3489,3489
13.06.2018 23:00 - 14.06.2018 00:00,3264,3264
14.06.2018 00:00 - 14.06.2018 01:00,3072,3072
14.06.2018 01:00 - 14.06.2018 02:00,2942,2942
14.06.2018 02:00 - 14.06.2018 03:00,2887,2887
14.06.2018 03:00 - 14.06.2018 04:00,2888,2888
14.06.2018 04:00 - 14.06.2018 05:00,2925,2925
14.06.2018 05:00 - 14.06.2018 06:00,3066,3066
14.06.2018 06:00 - 14.06.2018 07:00,3596,3596
14.06.2018 07:00 - 14.06.2018 08:00,4168,4168
14.06.2018 08:00 - 14.06.2018 09:00,4432,4432
14.06.2018 09:00 - 14.06.2018 10:00,4462,4462
14.06.2018 10:00 - 14.06.2018 11:00,4588,4588
14.06.2018 11:00 - 14.06.2018 12:00,4646,4646
14.06.2018 12:00 - 14.06.2018 13:00,4491,4491
14.06.2018 13:00 - 14.06.2018 14:00,4661,4661
14.06.2018 14:00 - 14.06.2018 15:00,4619,4619
14.06.2018 15:00 - 14.06.2018 16:00,4500,4500
14.06.2018 16:00 - 14.06.2018 17:00,4423,4423
14.06.2018 17:00 - 14.06.2018 18:00,4459,4459
14.06.2018 18:00 - 14.06.2018 19:00,4387,4387
14.06.2018 19:00 - 14.06.2018 20:00,4213,4213
14.06.2018 20:00 - 14.06.2018 21:00,4012,4012
14.06.2018 21:00 - 14.06.2018 22:00,3738,3738
14.06.2018 22:00 - 14.06.2018 23:00,3486,3486
14.06.2018 23:00 - 15.06.2018 00:00,3214,3214
15.06.2018 00:00 - 15.06.2018 01:00,3011,3011
15.06.2018 01:00 - 15.06.2018 02:00,2893,2893
15.06.2018 02:00 - 15.06.2018 03:00,2843,2843
15.06.2018 03:00 - 15.06.2018 04:00,2851,2851
15.06.2018 04:00 - 15.06.2018 05:00,2832,2832
15.06.2018 05:00 - 15.06.2018 06:00,2977,2977
15.06.2018 06:00 - 15.06.2018 07:00,3482,3482
15.06.2018 07:00 - 15.06.2018 08:00,3860,3860
15.06.2018 08:00 - 15.06.2018 09:00,4225,4225
15.06.2018 09:00 - 15.06.2018 10:00,4302,4302
15.06.2018 10:00 - 15.06.2018 11:00,4380,4380
15.06.2018 11:00 - 15.06.2018 12:00,4403,4403
15.06.2018 12:00 - 15.06.2018 13:00,4287,4287
15.06.2018 13:00 - 15.06.2018 14:00,4188,4188
15.06.2018 14:00 - 15.06.2018 15:00,4068,4068
15.06.2018 15:00 - 15.06.2018 16:00,3993,3993
15.06.2018 16:00 - 15.06.2018 17:00,3986,3986
15.06.2018 17:00 - 15.06.2018 18:00,4059,4059
15.06.2018 18:00 - 15.06.2018 19:00,3968,3968
15.06.2018 19:00 - 15.06.2018 20:00,3723,3723
15.06.2018 20:00 - 15.06.2018 21:00,3515,3515
15.06.2018 21:00 - 15.06.2018 22:00,3343,3343
15.06.2018 22:00 - 15.06.2018 23:00,3268,3268
15.06.2018 23:00 - 16.06.2018 00:00,3086,3086
16.06.2018 00:00 - 16.06.2018 01:00,2881,2881
16.06.2018 01:00 - 16.06.2018 02:00,2743,2743
16.06.2018 02:00 - 16.06.2018 03:00,2646,2646
16.06.2018 03:00 - 16.06.2018 04:00,2615,2615
16.06.2018 04:00 - 16.06.2018 05:00,2554,2554
16.06.2018 05:00 - 16.06.2018 06:00,2573,2573
16.06.2018 06:00 - 16.06.2018 07:00,2741,2741
16.06.2018 07:00 - 16.06.2018 08:00,3025,3025
16.06.2018 08:00 - 16.06.2018 09:00,3324,3324
16.06.2018 09:00 - 16.06.2018 10:00,3504,3504
16.06.2018 10:00 - 16.06.2018 11:00,3621,3621
16.06.2018 11:00 - 16.06.2018 12:00,3612,3612
16.06.2018 12:00 - 16.06.2018 13:00,3553,3553
16.06.2018 13:00 - 16.06.2018 14:00,3521,3521
16.06.2018 14:00 - 16.06.2018 15:00,3466,3466
16.06.2018 15:00 - 16.06.2018 16:00,3414,3414
16.06.2018 16:00 - 16.06.2018 17:00,3471,3471
16.06.2018 17:00 - 16.06.2018 18:00,3693,3693
16.06.2018 18:00 - 16.06.2018 19:00,3615,3615
16.06.2018 19:00 - 16.06.2018 20:00,3408,3408
16.06.2018 20:00 - 16.06.2018 21:00,3276,3276
16.06.2018 21:00 - 16.06.2018 22:00,3152,3152
16.06.2018 22:00 - 16.06.2018 23:00,3056,3056
16.06.2018 23:00 - 17.06.2018 00:00,2882,2882
17.06.2018 00:00 - 17.06.2018 01:00,2699,2699
17.06.2018 01:00 - 17.06.2018 02:00,2592,2592
17.06.2018 02:00 - 17.06.2018 03:00,2532,2532
17.06.2018 03:00 - 17.06.2018 04:00,2487,2487
17.06.2018 04:00 - 17.06.2018 05:00,2431,2431
17.06.2018 05:00 - 17.06.2018 06:00,2445,2445
17.06.2018 06:00 - 17.06.2018 07:00,2558,2558
17.06.2018 07:00 - 17.06.2018 08:00,2800,2800
17.06.2018 08:00 - 17.06.2018 09:00,3155,3155
17.06.2018 09:00 - 17.06.2018 10:00,3389,3389
17.06.2018 10:00 - 17.06.2018 11:00,3489,3489
17.06.2018 11:00 - 17.06.2018 12:00,3478,3478
17.06.2018 12:00 - 17.06.2018 13:00,3565,3565
17.06.2018 13:00 - 17.06.2018 14:00,3518,3518
17.06.2018 14:00 - 17.06.2018 15:00,3539,3539
17.06.2018 15:00 - 17.06.2018 16:00,3479,3479
17.06.2018 16:00 - 17.06.2018 17:00,3528,3528
17.06.2018 17:00 - 17.06.2018 18:00,3777,3777
17.06.2018 18:00 - 17.06.2018 19:00,3750,3750
17.06.2018 19:00 - 17.06.2018 20:00,3560,3560
17.06.2018 20:00 - 17.06.2018 21:00,3369,3369
17.06.2018 21:00 - 17.06.2018 22:00,3175,3175
17.06.2018 22:00 - 17.06.2018 23:00,3067,3067
17.06.2018 23:00 - 18.06.2018 00:00,2894,2894
18.06.2018 00:00 - 18.06.2018 01:00,2731,2731
18.06.2018 01:00 - 18.06.2018 02:00,2623,2623
18.06.2018 02:00 - 18.06.2018 03:00,2594,2594
18.06.2018 03:00 - 18.06.2018 04:00,2625,2625
18.06.2018 04:00 - 18.06.2018 05:00,2610,2610
18.06.2018 05:00 - 18.06.2018 06:00,2806,2806
18.06.2018 06:00 - 18.06.2018 07:00,3363,3363
18.06.2018 07:00 - 18.06.2018 08:00,3835,3835
18.06.2018 08:00 - 18.06.2018 09:00,4184,4184
18.06.2018 09:00 - 18.06.2018 10:00,4269,4269
18.06.2018 10:00 - 18.06.2018 11:00,4406,4406
18.06.2018 11:00 - 18.06.2018 12:00,4430,4430
18.06.2018 12:00 - 18.06.2018 13:00,4419,4419
18.06.2018 13:00 - 18.06.2018 14:00,4398,4398
18.06.2018 14:00 - 18.06.2018 15:00,4348,4348
18.06.2018 15:00 - 18.06.2018 16:00,4252,4252
18.06.2018 16:00 - 18.06.2018 17:00,4246,4246
18.06.2018 17:00 - 18.06.2018 18:00,4434,4434
18.06.2018 18:00 - 18.06.2018 19:00,4266,4266
18.06.2018 19:00 - 18.06.2018 20:00,4020,4020
18.06.2018 20:00 - 18.06.2018 21:00,3777,3777
18.06.2018 21:00 - 18.06.2018 22:00,3534,3534
18.06.2018 22:00 - 18.06.2018 23:00,3367,3367
18.06.2018 23:00 - 19.06.2018 00:00,3145,3145
19.06.2018 00:00 - 19.06.2018 01:00,2941,2941
19.06.2018 01:00 - 19.06.2018 02:00,2799,2799
19.06.2018 02:00 - 19.06.2018 03:00,2739,2739
19.06.2018 03:00 - 19.06.2018 04:00,2754,2754
19.06.2018 04:00 - 19.06.2018 05:00,2784,2784
19.06.2018 05:00 - 19.06.2018 06:00,2930,2930
19.06.2018 06:00 - 19.06.2018 07:00,3452,3452
19.06.2018 07:00 - 19.06.2018 08:00,3996,3996
19.06.2018 08:00 - 19.06.2018 09:00,4297,4297
19.06.2018 09:00 - 19.06.2018 10:00,4435,4435
19.06.2018 10:00 - 19.06.2018 11:00,4515,4515
19.06.2018 11:00 - 19.06.2018 12:00,4540,4540
19.06.2018 12:00 - 19.06.2018 13:00,4449,4449
19.06.2018 13:00 - 19.06.2018 14:00,4384,4384
19.06.2018 14:00 - 19.06.2018 15:00,4297,4297
19.06.2018 15:00 - 19.06.2018 16:00,4159,4159
19.06.2018 16:00 - 19.06.2018 17:00,4103,4103
19.06.2018 17:00 - 19.06.2018 18:00,4278,4278
19.06.2018 18:00 - 19.06.2018 19:00,4139,4139
19.06.2018 19:00 - 19.06.2018 20:00,3935,3935
19.06.2018 20:00 - 19.06.2018 21:00,3700,3700
19.06.2018 21:00 - 19.06.2018 22:00,3488,3488
19.06.2018 22:00 - 19.06.2018 23:00,3340,3340
19.06.2018 23:00 - 20.06.2018 00:00,3103,3103
20.06.2018 00:00 - 20.06.2018 01:00,2894,2894
20.06.2018 01:00 - 20.06.2018 02:00,2764,2764
20.06.2018 02:00 - 20.06.2018 03:00,2694,2694
20.06.2018 03:00 - 20.06.2018 04:00,2725,2725
20.06.2018 04:00 - 20.06.2018 05:00,2736,2736
20.06.2018 05:00 - 20.06.2018 06:00,2930,2930
20.06.2018 06:00 - 20.06.2018 07:00,3401,3401
20.06.2018 07:00 - 20.06.2018 08:00,4017,4017
20.06.2018 08:00 - 20.06.2018 09:00,4322,4322
20.06.2018 09:00 - 20.06.2018 10:00,4418,4418
20.06.2018 10:00 - 20.06.2018 11:00,4550,4550
20.06.2018 11:00 - 20.06.2018 12:00,4632,4632
20.06.2018 12:00 - 20.06.2018 13:00,4563,4563
20.06.2018 13:00 - 20.06.2018 14:00,4593,4593
20.06.2018 14:00 - 20.06.2018 15:00,4519,4519
20.06.2018 15:00 - 20.06.2018 16:00,4400,4400
20.06.2018 16:00 - 20.06.2018 17:00,4340,4340
20.06.2018 17:00 - 20.06.2018 18:00,4562,4562
20.06.2018 18:00 - 20.06.2018 19:00,4410,4410
20.06.2018 19:00 - 20.06.2018 20:00,4150,4150
20.06.2018 20:00 - 20.06.2018 21:00,3885,3885
20.06.2018 21:00 - 20.06.2018 22:00,3735,3735
20.06.2018 22:00 - 20.06.2018 23:00,3574,3574
20.06.2018 23:00 - 21.06.2018 00:00,3301,3301
21.06.2018 00:00 - 21.06.2018 01:00,3086,3086
21.06.2018 01:00 - 21.06.2018 02:00,2869,2869
21.06.2018 02:00 - 21.06.2018 03:00,2724,2724
21.06.2018 03:00 - 21.06.2018 04:00,2717,2717
21.06.2018 04:00 - 21.06.2018 05:00,2745,2745
21.06.2018 05:00 - 21.06.2018 06:00,2905,2905
21.06.2018 06:00 - 21.06.2018 07:00,3432,3432
21.06.2018 07:00 - 21.06.2018 08:00,4007,4007
21.06.2018 08:00 - 21.06.2018 09:00,4225,4225
21.06.2018 09:00 - 21.06.2018 10:00,4300,4300
21.06.2018 10:00 - 21.06.2018 11:00,4443,4443
21.06.2018 11:00 - 21.06.2018 12:00,4428,4428
21.06.2018 12:00 - 21.06.2018 13:00,4346,4346
21.06.2018 13:00 - 21.06.2018 14:00,4361,4361
