MTU (CET),Demand (MW),Price (EUR/MWh)
02.07.2018 17:00 - 02.07.2018 18:00,3196,51.99
02.07.2018 18:00 - 02.07.2018 19:00,3114,55.24
02.07.2018 19:00 - 02.07.2018 20:00,3056,58.63333333
02.07.2018 20:00 - 02.07.2018 21:00,2969,56.14666667
02.07.2018 21:00 - 02.07.2018 22:00,2850,53.16666667
02.07.2018 22:00 - 02.07.2018 23:00,2630,51.32
02.07.2018 23:00 - 03.07.2018 00:00,2403,48.94
03.07.2018 00:00 - 03.07.2018 01:00,2241,48.53
03.07.2018 01:00 - 03.07.2018 02:00,2171,46.9
03.07.2018 02:00 - 03.07.2018 03:00,2122,45.18
03.07.2018 03:00 - 03.07.2018 04:00,2075,44.77
03.07.2018 04:00 - 03.07.2018 05:00,2158,44.56
03.07.2018 05:00 - 03.07.2018 06:00,2522,46.79
03.07.2018 06:00 - 03.07.2018 07:00,2926,50.21
03.07.2018 07:00 - 03.07.2018 08:00,3277,56.76333333
03.07.2018 08:00 - 03.07.2018 09:00,3452,60.4
03.07.2018 09:00 - 03.07.2018 10:00,3485,59.28333333
03.07.2018 10:00 - 03.07.2018 11:00,3515,59.42666667
03.07.2018 11:00 - 03.07.2018 12:00,3466,59.34666667
03.07.2018 12:00 - 03.07.2018 13:00,3539,60.37333333
03.07.2018 13:00 - 03.07.2018 14:00,3496,58.59
03.07.2018 14:00 - 03.07.2018 15:00,3430,58.51
03.07.2018 15:00 - 03.07.2018 16:00,3367,57.34666667
03.07.2018 16:00 - 03.07.2018 17:00,3266,51.78
03.07.2018 17:00 - 03.07.2018 18:00,3199,52.99
03.07.2018 18:00 - 03.07.2018 19:00,3129,54.94
03.07.2018 19:00 - 03.07.2018 20:00,3067,58.59
03.07.2018 20:00 - 03.07.2018 21:00,2966,58.52666667
03.07.2018 21:00 - 03.07.2018 22:00,2827,56.29333333
03.07.2018 22:00 - 03.07.2018 23:00,2634,53.41333333
03.07.2018 23:00 - 04.07.2018 00:00,2403,49.44
04.07.2018 00:00 - 04.07.2018 01:00,2260,47.99
04.07.2018 01:00 - 04.07.2018 02:00,2181,46.24
04.07.2018 02:00 - 04.07.2018 03:00,2145,45.8
04.07.2018 03:00 - 04.07.2018 04:00,2094,46.02
04.07.2018 04:00 - 04.07.2018 05:00,2168,45.44
04.07.2018 05:00 - 04.07.2018 06:00,2527,47.79
04.07.2018 06:00 - 04.07.2018 07:00,2921,51.16
04.07.2018 07:00 - 04.07.2018 08:00,3276,57.44
04.07.2018 08:00 - 04.07.2018 09:00,3464,60.98666667
04.07.2018 09:00 - 04.07.2018 10:00,3522,62.83333333
04.07.2018 10:00 - 04.07.2018 11:00,3525,62.39333333
04.07.2018 11:00 - 04.07.2018 12:00,3472,66.4
04.07.2018 12:00 - 04.07.2018 13:00,3542,62.48
04.07.2018 13:00 - 04.07.2018 14:00,3491,63.26
04.07.2018 14:00 - 04.07.2018 15:00,3430,60.69
04.07.2018 15:00 - 04.07.2018 16:00,3366,60.66666667
04.07.2018 16:00 - 04.07.2018 17:00,3275,55.23
04.07.2018 17:00 - 04.07.2018 18:00,3222,54.95
04.07.2018 18:00 - 04.07.2018 19:00,3145,57.97
04.07.2018 19:00 - 04.07.2018 20:00,3103,59.91
04.07.2018 20:00 - 04.07.2018 21:00,2985,58.49
04.07.2018 21:00 - 04.07.2018 22:00,2854,56.62
04.07.2018 22:00 - 04.07.2018 23:00,2651,54.16
04.07.2018 23:00 - 05.07.2018 00:00,2407,50.93
05.07.2018 00:00 - 05.07.2018 01:00,2255,50.34
05.07.2018 01:00 - 05.07.2018 02:00,2183,48.55
05.07.2018 02:00 - 05.07.2018 03:00,2147,47.54
05.07.2018 03:00 - 05.07.2018 04:00,2102,47.14
05.07.2018 04:00 - 05.07.2018 05:00,2170,47.34
05.07.2018 05:00 - 05.07.2018 06:00,2540,49.35
05.07.2018 06:00 - 05.07.2018 07:00,2944,53.17
05.07.2018 07:00 - 05.07.2018 08:00,3294,60.13
05.07.2018 08:00 - 05.07.2018 09:00,3474,61.98
05.07.2018 09:00 - 05.07.2018 10:00,3517,62.27
05.07.2018 10:00 - 05.07.2018 11:00,3514,62.41
05.07.2018 11:00 - 05.07.2018 12:00,3474,64.07
05.07.2018 12:00 - 05.07.2018 13:00,3512,63.88
05.07.2018 13:00 - 05.07.2018 14:00,3492,63.88333333
05.07.2018 14:00 - 05.07.2018 15:00,3437,60.03333333
05.07.2018 15:00 - 05.07.2018 16:00,3347,59.52666667
05.07.2018 16:00 - 05.07.2018 17:00,3248,53.97
05.07.2018 17:00 - 05.07.2018 18:00,3175,52.97
05.07.2018 18:00 - 05.07.2018 19:00,3112,54.83
05.07.2018 19:00 - 05.07.2018 20:00,3043,55.41
05.07.2018 20:00 - 05.07.2018 21:00,2966,55.1
05.07.2018 21:00 - 05.07.2018 22:00,2834,53.79
05.07.2018 22:00 - 05.07.2018 23:00,2636,52.05
05.07.2018 23:00 - 06.07.2018 00:00,2409,50.21
06.07.2018 00:00 - 06.07.2018 01:00,2249,49.58
06.07.2018 01:00 - 06.07.2018 02:00,2186,47.89
06.07.2018 02:00 - 06.07.2018 03:00,2138,46.86
06.07.2018 03:00 - 06.07.2018 04:00,2085,44.09
06.07.2018 04:00 - 06.07.2018 05:00,2116,43.39
06.07.2018 05:00 - 06.07.2018 06:00,2347,47.32
06.07.2018 06:00 - 06.07.2018 07:00,2656,50.07
06.07.2018 07:00 - 06.07.2018 08:00,2994,53.69
06.07.2018 08:00 - 06.07.2018 09:00,3180,55.92
06.07.2018 09:00 - 06.07.2018 10:00,3262,55.96
06.07.2018 10:00 - 06.07.2018 11:00,3278,55.94
06.07.2018 11:00 - 06.07.2018 12:00,3254,55.85
06.07.2018 12:00 - 06.07.2018 13:00,3278,55.4
06.07.2018 13:00 - 06.07.2018 14:00,3236,54.73
06.07.2018 14:00 - 06.07.2018 15:00,3177,53.5
06.07.2018 15:00 - 06.07.2018 16:00,3117,52.39
06.07.2018 16:00 - 06.07.2018 17:00,3062,50.66
06.07.2018 17:00 - 06.07.2018 18:00,3010,50.58
06.07.2018 18:00 - 06.07.2018 19:00,2953,50.26
06.07.2018 19:00 - 06.07.2018 20:00,2891,50.42
06.07.2018 20:00 - 06.07.2018 21:00,2823,50.17
06.07.2018 21:00 - 06.07.2018 22:00,2737,49.6
06.07.2018 22:00 - 06.07.2018 23:00,2574,48.89
06.07.2018 23:00 - 07.07.2018 00:00,2378,47.8
07.07.2018 00:00 - 07.07.2018 01:00,2222,48.18
07.07.2018 01:00 - 07.07.2018 02:00,2143,46.65
07.07.2018 02:00 - 07.07.2018 03:00,2089,44.07
07.07.2018 03:00 - 07.07.2018 04:00,2023,40.1
07.07.2018 04:00 - 07.07.2018 05:00,2017,40.05
07.07.2018 05:00 - 07.07.2018 06:00,2150,45.03
07.07.2018 06:00 - 07.07.2018 07:00,2358,47.39
07.07.2018 07:00 - 07.07.2018 08:00,2603,47.54
07.07.2018 08:00 - 07.07.2018 09:00,2810,48
07.07.2018 09:00 - 07.07.2018 10:00,2899,49.1
07.07.2018 10:00 - 07.07.2018 11:00,2917,49.51
07.07.2018 11:00 - 07.07.2018 12:00,2893,49.34
07.07.2018 12:00 - 07.07.2018 13:00,2868,49.09
07.07.2018 13:00 - 07.07.2018 14:00,2849,48.64
07.07.2018 14:00 - 07.07.2018 15:00,2802,48.33
07.07.2018 15:00 - 07.07.2018 16:00,2773,48.04
07.07.2018 16:00 - 07.07.2018 17:00,2753,47.84
07.07.2018 17:00 - 07.07.2018 18:00,2727,48.29
07.07.2018 18:00 - 07.07.2018 19:00,2720,48.82
07.07.2018 19:00 - 07.07.2018 20:00,2689,48.7
07.07.2018 20:00 - 07.07.2018 21:00,2630,48.43
07.07.2018 21:00 - 07.07.2018 22:00,2560,48.11
07.07.2018 22:00 - 07.07.2018 23:00,2439,48.08
07.07.2018 23:00 - 08.07.2018 00:00,2259,48.25
08.07.2018 00:00 - 08.07.2018 01:00,2128,48.03
08.07.2018 01:00 - 08.07.2018 02:00,2064,46.09
08.07.2018 02:00 - 08.07.2018 03:00,2010,45.06
08.07.2018 03:00 - 08.07.2018 04:00,1943,45.02
08.07.2018 04:00 - 08.07.2018 05:00,1949,45.07
08.07.2018 05:00 - 08.07.2018 06:00,2056,47.11
08.07.2018 06:00 - 08.07.2018 07:00,2212,48.41
08.07.2018 07:00 - 08.07.2018 08:00,2422,48.56
08.07.2018 08:00 - 08.07.2018 09:00,2644,49.24
08.07.2018 09:00 - 08.07.2018 10:00,2794,49.4
08.07.2018 10:00 - 08.07.2018 11:00,2823,50.1
08.07.2018 11:00 - 08.07.2018 12:00,2821,50.27
08.07.2018 12:00 - 08.07.2018 13:00,2809,50.23
08.07.2018 13:00 - 08.07.2018 14:00,2777,50.02
08.07.2018 14:00 - 08.07.2018 15:00,2740,49.79
08.07.2018 15:00 - 08.07.2018 16:00,2736,49.57
08.07.2018 16:00 - 08.07.2018 17:00,2735,49.69
08.07.2018 17:00 - 08.07.2018 18:00,2745,49.93
08.07.2018 18:00 - 08.07.2018 19:00,2742,50.23
08.07.2018 19:00 - 08.07.2018 20:00,2738,50.43
08.07.2018 20:00 - 08.07.2018 21:00,2696,50.51
08.07.2018 21:00 - 08.07.2018 22:00,2613,50.27
08.07.2018 22:00 - 08.07.2018 23:00,2463,50.83
08.07.2018 23:00 - 09.07.2018 00:00,2263,49.94
09.07.2018 00:00 - 09.07.2018 01:00,2197,48.93
09.07.2018 01:00 - 09.07.2018 02:00,2124,47.51
09.07.2018 02:00 - 09.07.2018 03:00,2086,46.94
09.07.2018 03:00 - 09.07.2018 04:00,2042,45.76
09.07.2018 04:00 - 09.07.2018 05:00,2102,45
09.07.2018 05:00 - 09.07.2018 06:00,2409,47.37
09.07.2018 06:00 - 09.07.2018 07:00,2764,50.14
09.07.2018 07:00 - 09.07.2018 08:00,3084,53.52
09.07.2018 08:00 - 09.07.2018 09:00,3256,53.86
09.07.2018 09:00 - 09.07.2018 10:00,3314,54.99
09.07.2018 10:00 - 09.07.2018 11:00,3312,55.02
09.07.2018 11:00 - 09.07.2018 12:00,3296,54.99
09.07.2018 12:00 - 09.07.2018 13:00,3336,56.27
09.07.2018 13:00 - 09.07.2018 14:00,3308,55.82
09.07.2018 14:00 - 09.07.2018 15:00,3248,54.99
09.07.2018 15:00 - 09.07.2018 16:00,3184,54.06
09.07.2018 16:00 - 09.07.2018 17:00,3117,52.52
09.07.2018 17:00 - 09.07.2018 18:00,3069,52.46
09.07.2018 18:00 - 09.07.2018 19:00,3021,52.61
09.07.2018 19:00 - 09.07.2018 20:00,2959,53.06
09.07.2018 20:00 - 09.07.2018 21:00,2889,52.73
09.07.2018 21:00 - 09.07.2018 22:00,2791,51.94
09.07.2018 22:00 - 09.07.2018 23:00,2601,51.86
09.07.2018 23:00 - 10.07.2018 00:00,2382,49.73
10.07.2018 00:00 - 10.07.2018 01:00,2174,48.37
10.07.2018 01:00 - 10.07.2018 02:00,2102,47.68
10.07.2018 02:00 - 10.07.2018 03:00,2076,46.65
10.07.2018 03:00 - 10.07.2018 04:00,2043,45.7
10.07.2018 04:00 - 10.07.2018 05:00,2120,45.03
10.07.2018 05:00 - 10.07.2018 06:00,2477,48.19
10.07.2018 06:00 - 10.07.2018 07:00,2890,50.61
10.07.2018 07:00 - 10.07.2018 08:00,3274,55.46
10.07.2018 08:00 - 10.07.2018 09:00,3448,63.07
10.07.2018 09:00 - 10.07.2018 10:00,3505,61.06
10.07.2018 10:00 - 10.07.2018 11:00,3508,61.05
10.07.2018 11:00 - 10.07.2018 12:00,3444,61.01
10.07.2018 12:00 - 10.07.2018 13:00,3520,63.4
10.07.2018 13:00 - 10.07.2018 14:00,3495,63.08
10.07.2018 14:00 - 10.07.2018 15:00,3437,60.5
10.07.2018 15:00 - 10.07.2018 16:00,3358,63.48
10.07.2018 16:00 - 10.07.2018 17:00,3265,58.2
10.07.2018 17:00 - 10.07.2018 18:00,3196,58.15
10.07.2018 18:00 - 10.07.2018 19:00,3102,57.05
10.07.2018 19:00 - 10.07.2018 20:00,3048,57.38
10.07.2018 20:00 - 10.07.2018 21:00,2960,56.08
10.07.2018 21:00 - 10.07.2018 22:00,2851,54.75
10.07.2018 22:00 - 10.07.2018 23:00,2628,54.65
10.07.2018 23:00 - 11.07.2018 00:00,2415,50.69
11.07.2018 00:00 - 11.07.2018 01:00,2198,49.48
11.07.2018 01:00 - 11.07.2018 02:00,2119,49.04
11.07.2018 02:00 - 11.07.2018 03:00,2087,48.15
11.07.2018 03:00 - 11.07.2018 04:00,2046,47.99
11.07.2018 04:00 - 11.07.2018 05:00,2122,47.27
11.07.2018 05:00 - 11.07.2018 06:00,2480,48.36
11.07.2018 06:00 - 11.07.2018 07:00,2899,51.41
11.07.2018 07:00 - 11.07.2018 08:00,3244,55.43666667
11.07.2018 08:00 - 11.07.2018 09:00,3424,57.51
11.07.2018 09:00 - 11.07.2018 10:00,3470,58.01
11.07.2018 10:00 - 11.07.2018 11:00,3462,60.21
11.07.2018 11:00 - 11.07.2018 12:00,3404,61.75
11.07.2018 12:00 - 11.07.2018 13:00,3477,61.47
11.07.2018 13:00 - 11.07.2018 14:00,3447,61.23
11.07.2018 14:00 - 11.07.2018 15:00,3397,59.63333333
11.07.2018 15:00 - 11.07.2018 16:00,3324,61.40333333
11.07.2018 16:00 - 11.07.2018 17:00,3219,57.98333333
11.07.2018 17:00 - 11.07.2018 18:00,3155,56.15
11.07.2018 18:00 - 11.07.2018 19:00,3082,57.62
11.07.2018 19:00 - 11.07.2018 20:00,3013,57.08
11.07.2018 20:00 - 11.07.2018 21:00,2938,55.83
11.07.2018 21:00 - 11.07.2018 22:00,2822,55.12
11.07.2018 22:00 - 11.07.2018 23:00,2622,54.32
11.07.2018 23:00 - 12.07.2018 00:00,2379,51.58
12.07.2018 00:00 - 12.07.2018 01:00,2265,50.34
12.07.2018 01:00 - 12.07.2018 02:00,2184,49.5
12.07.2018 02:00 - 12.07.2018 03:00,2145,49.09
12.07.2018 03:00 - 12.07.2018 04:00,2097,49.03
12.07.2018 04:00 - 12.07.2018 05:00,2163,48.63
12.07.2018 05:00 - 12.07.2018 06:00,2515,49.6
12.07.2018 06:00 - 12.07.2018 07:00,2919,51.05
12.07.2018 07:00 - 12.07.2018 08:00,3288,55.81
12.07.2018 08:00 - 12.07.2018 09:00,3481,73.84
12.07.2018 09:00 - 12.07.2018 10:00,3532,66.92
12.07.2018 10:00 - 12.07.2018 11:00,3541,60.05
12.07.2018 11:00 - 12.07.2018 12:00,3492,61.32666667
12.07.2018 12:00 - 12.07.2018 13:00,3562,61.67666667
12.07.2018 13:00 - 12.07.2018 14:00,3528,61.54
12.07.2018 14:00 - 12.07.2018 15:00,3478,60.37333333
12.07.2018 15:00 - 12.07.2018 16:00,3380,60.70333333
12.07.2018 16:00 - 12.07.2018 17:00,3269,56.33333333
12.07.2018 17:00 - 12.07.2018 18:00,3215,56.29333333
12.07.2018 18:00 - 12.07.2018 19:00,3134,56.89
12.07.2018 19:00 - 12.07.2018 20:00,3062,57.23
12.07.2018 20:00 - 12.07.2018 21:00,2978,55.7
12.07.2018 21:00 - 12.07.2018 22:00,2865,54.57
12.07.2018 22:00 - 12.07.2018 23:00,2664,54.85
12.07.2018 23:00 - 13.07.2018 00:00,2436,51.16
13.07.2018 00:00 - 13.07.2018 01:00,2283,51.33
13.07.2018 01:00 - 13.07.2018 02:00,2199,50.29
13.07.2018 02:00 - 13.07.2018 03:00,2168,49.84
13.07.2018 03:00 - 13.07.2018 04:00,2118,49.07
13.07.2018 04:00 - 13.07.2018 05:00,2187,48.43
13.07.2018 05:00 - 13.07.2018 06:00,2520,49.92
13.07.2018 06:00 - 13.07.2018 07:00,2933,52.44
13.07.2018 07:00 - 13.07.2018 08:00,3288,57.05
13.07.2018 08:00 - 13.07.2018 09:00,3468,63.05
13.07.2018 09:00 - 13.07.2018 10:00,3542,65.56
13.07.2018 10:00 - 13.07.2018 11:00,3527,63.07
13.07.2018 11:00 - 13.07.2018 12:00,3473,63.09
13.07.2018 12:00 - 13.07.2018 13:00,3540,63.03
13.07.2018 13:00 - 13.07.2018 14:00,3509,61.97
13.07.2018 14:00 - 13.07.2018 15:00,3433,59.25
13.07.2018 15:00 - 13.07.2018 16:00,3325,57.36
13.07.2018 16:00 - 13.07.2018 17:00,3234,54.94
13.07.2018 17:00 - 13.07.2018 18:00,3175,54.69
13.07.2018 18:00 - 13.07.2018 19:00,3083,56.26
13.07.2018 19:00 - 13.07.2018 20:00,3024,56.57
13.07.2018 20:00 - 13.07.2018 21:00,2930,55.02
13.07.2018 21:00 - 13.07.2018 22:00,2833,54.4
13.07.2018 22:00 - 13.07.2018 23:00,2660,54.34
13.07.2018 23:00 - 14.07.2018 00:00,2400,51.92
14.07.2018 00:00 - 14.07.2018 01:00,2267,52.17
14.07.2018 01:00 - 14.07.2018 02:00,2151,50.77
14.07.2018 02:00 - 14.07.2018 03:00,2106,49.78
14.07.2018 03:00 - 14.07.2018 04:00,2050,48.91
14.07.2018 04:00 - 14.07.2018 05:00,2039,47.2
14.07.2018 05:00 - 14.07.2018 06:00,2176,48.23
14.07.2018 06:00 - 14.07.2018 07:00,2386,49.66
14.07.2018 07:00 - 14.07.2018 08:00,2648,50.37
14.07.2018 08:00 - 14.07.2018 09:00,2863,52.51
14.07.2018 09:00 - 14.07.2018 10:00,2994,52.71
14.07.2018 10:00 - 14.07.2018 11:00,2991,52.66
14.07.2018 11:00 - 14.07.2018 12:00,2968,52.63
14.07.2018 12:00 - 14.07.2018 13:00,2949,52.04
14.07.2018 13:00 - 14.07.2018 14:00,2910,51.67
14.07.2018 14:00 - 14.07.2018 15:00,2846,51.38
14.07.2018 15:00 - 14.07.2018 16:00,2811,51.08
14.07.2018 16:00 - 14.07.2018 17:00,2787,51.2
14.07.2018 17:00 - 14.07.2018 18:00,2772,51.69
14.07.2018 18:00 - 14.07.2018 19:00,2750,53.45
14.07.2018 19:00 - 14.07.2018 20:00,2711,54.32
14.07.2018 20:00 - 14.07.2018 21:00,2648,55
14.07.2018 21:00 - 14.07.2018 22:00,2595,54.22
14.07.2018 22:00 - 14.07.2018 23:00,2501,55.01
14.07.2018 23:00 - 15.07.2018 00:00,2329,52.4
15.07.2018 00:00 - 15.07.2018 01:00,2133,51.05
15.07.2018 01:00 - 15.07.2018 02:00,2051,49.22
15.07.2018 02:00 - 15.07.2018 03:00,2012,48.03
15.07.2018 03:00 - 15.07.2018 04:00,1948,46.85
15.07.2018 04:00 - 15.07.2018 05:00,1938,46.05
15.07.2018 05:00 - 15.07.2018 06:00,2048,48.02
15.07.2018 06:00 - 15.07.2018 07:00,2215,48.93
15.07.2018 07:00 - 15.07.2018 08:00,2440,49.73
15.07.2018 08:00 - 15.07.2018 09:00,2657,50.85
15.07.2018 09:00 - 15.07.2018 10:00,2772,51.62
15.07.2018 10:00 - 15.07.2018 11:00,2802,52.34
15.07.2018 11:00 - 15.07.2018 12:00,2790,52.37
15.07.2018 12:00 - 15.07.2018 13:00,2783,52.37
15.07.2018 13:00 - 15.07.2018 14:00,2754,51.94
15.07.2018 14:00 - 15.07.2018 15:00,2734,51.81
15.07.2018 15:00 - 15.07.2018 16:00,2714,51.65
15.07.2018 16:00 - 15.07.2018 17:00,2719,52.03
15.07.2018 17:00 - 15.07.2018 18:00,2732,52.47
15.07.2018 18:00 - 15.07.2018 19:00,2740,53.1
15.07.2018 19:00 - 15.07.2018 20:00,2738,54.25
15.07.2018 20:00 - 15.07.2018 21:00,2695,54.61
15.07.2018 21:00 - 15.07.2018 22:00,2624,54.87
15.07.2018 22:00 - 15.07.2018 23:00,2454,55.03
15.07.2018 23:00 - 16.07.2018 00:00,2279,53.26
16.07.2018 00:00 - 16.07.2018 01:00,2166,51.11
16.07.2018 01:00 - 16.07.2018 02:00,2098,49.01
16.07.2018 02:00 - 16.07.2018 03:00,2076,47.9
16.07.2018 03:00 - 16.07.2018 04:00,2042,47.72
16.07.2018 04:00 - 16.07.2018 05:00,2112,47.54
16.07.2018 05:00 - 16.07.2018 06:00,2475,49.86
16.07.2018 06:00 - 16.07.2018 07:00,2897,53.05
16.07.2018 07:00 - 16.07.2018 08:00,3273,56.42
16.07.2018 08:00 - 16.07.2018 09:00,3461,59.37
16.07.2018 09:00 - 16.07.2018 10:00,3516,61.93
16.07.2018 10:00 - 16.07.2018 11:00,3526,62.72
16.07.2018 11:00 - 16.07.2018 12:00,3479,62.6
16.07.2018 12:00 - 16.07.2018 13:00,3523,63.56
16.07.2018 13:00 - 16.07.2018 14:00,3501,61.97
16.07.2018 14:00 - 16.07.2018 15:00,3444,60.19
16.07.2018 15:00 - 16.07.2018 16:00,3357,58.92
16.07.2018 16:00 - 16.07.2018 17:00,3255,57.98333333
16.07.2018 17:00 - 16.07.2018 18:00,3187,57.36
16.07.2018 18:00 - 16.07.2018 19:00,3111,57.92
16.07.2018 19:00 - 16.07.2018 20:00,3050,58.18666667
16.07.2018 20:00 - 16.07.2018 21:00,2957,57.18666667
16.07.2018 21:00 - 16.07.2018 22:00,2843,55.55
16.07.2018 22:00 - 16.07.2018 23:00,2636,54.49
16.07.2018 23:00 - 17.07.2018 00:00,2413,51.84
17.07.2018 00:00 - 17.07.2018 01:00,2239,50.27
17.07.2018 01:00 - 17.07.2018 02:00,2159,49.1
17.07.2018 02:00 - 17.07.2018 03:00,2134,48.03
17.07.2018 03:00 - 17.07.2018 04:00,2088,47.77
17.07.2018 04:00 - 17.07.2018 05:00,2145,45.05
17.07.2018 05:00 - 17.07.2018 06:00,2489,48.27
17.07.2018 06:00 - 17.07.2018 07:00,2886,52.43
17.07.2018 07:00 - 17.07.2018 08:00,3293,56.07
17.07.2018 08:00 - 17.07.2018 09:00,3489,58.91
17.07.2018 09:00 - 17.07.2018 10:00,3541,59.19
17.07.2018 10:00 - 17.07.2018 11:00,3542,59.97
17.07.2018 11:00 - 17.07.2018 12:00,3496,60.59
17.07.2018 12:00 - 17.07.2018 13:00,3564,61.7
17.07.2018 13:00 - 17.07.2018 14:00,3525,62
17.07.2018 14:00 - 17.07.2018 15:00,3474,58.98
17.07.2018 15:00 - 17.07.2018 16:00,3386,57.11
17.07.2018 16:00 - 17.07.2018 17:00,3287,53.86
17.07.2018 17:00 - 17.07.2018 18:00,3218,53.92
17.07.2018 18:00 - 17.07.2018 19:00,3139,56.18
17.07.2018 19:00 - 17.07.2018 20:00,3091,57.57
17.07.2018 20:00 - 17.07.2018 21:00,3004,55.57
17.07.2018 21:00 - 17.07.2018 22:00,2895,53.88
17.07.2018 22:00 - 17.07.2018 23:00,2679,53.41
17.07.2018 23:00 - 18.07.2018 00:00,2426,51.32
18.07.2018 00:00 - 18.07.2018 01:00,2297,49.88
18.07.2018 01:00 - 18.07.2018 02:00,2211,48.06
18.07.2018 02:00 - 18.07.2018 03:00,2171,47.9
18.07.2018 03:00 - 18.07.2018 04:00,2127,46.28
18.07.2018 04:00 - 18.07.2018 05:00,2188,42.06
18.07.2018 05:00 - 18.07.2018 06:00,2523,47.88
18.07.2018 06:00 - 18.07.2018 07:00,2949,50.14
18.07.2018 07:00 - 18.07.2018 08:00,3340,53.47
18.07.2018 08:00 - 18.07.2018 09:00,3526,55.93
18.07.2018 09:00 - 18.07.2018 10:00,3583,55.98666667
18.07.2018 10:00 - 18.07.2018 11:00,3582,57.02333333
18.07.2018 11:00 - 18.07.2018 12:00,3552,57.10666667
18.07.2018 12:00 - 18.07.2018 13:00,3619,59.03
18.07.2018 13:00 - 18.07.2018 14:00,3581,59.24
18.07.2018 14:00 - 18.07.2018 15:00,3514,56.20666667
18.07.2018 15:00 - 18.07.2018 16:00,3432,55.71
18.07.2018 16:00 - 18.07.2018 17:00,3342,53.23
18.07.2018 17:00 - 18.07.2018 18:00,3274,53.68
18.07.2018 18:00 - 18.07.2018 19:00,3180,55.43333333
18.07.2018 19:00 - 18.07.2018 20:00,3124,56.00333333
18.07.2018 20:00 - 18.07.2018 21:00,3031,55.04
18.07.2018 21:00 - 18.07.2018 22:00,2925,53.72
18.07.2018 22:00 - 18.07.2018 23:00,2724,52.73
18.07.2018 23:00 - 19.07.2018 00:00,2465,49.88
19.07.2018 00:00 - 19.07.2018 01:00,2315,50.25
19.07.2018 01:00 - 19.07.2018 02:00,2222,49.05
19.07.2018 02:00 - 19.07.2018 03:00,2175,47.47
19.07.2018 03:00 - 19.07.2018 04:00,2136,42.03
19.07.2018 04:00 - 19.07.2018 05:00,2181,41.39
19.07.2018 05:00 - 19.07.2018 06:00,2517,46.21
19.07.2018 06:00 - 19.07.2018 07:00,2922,51.05
19.07.2018 07:00 - 19.07.2018 08:00,3324,54.09
19.07.2018 08:00 - 19.07.2018 09:00,3513,56.96
19.07.2018 09:00 - 19.07.2018 10:00,3562,57.01
19.07.2018 10:00 - 19.07.2018 11:00,3562,58.03
19.07.2018 11:00 - 19.07.2018 12:00,3530,58.29
19.07.2018 12:00 - 19.07.2018 13:00,3572,62.49333333
19.07.2018 13:00 - 19.07.2018 14:00,3532,61.97666667
19.07.2018 14:00 - 19.07.2018 15:00,3480,58.08
19.07.2018 15:00 - 19.07.2018 16:00,3404,57.07
19.07.2018 16:00 - 19.07.2018 17:00,3312,56.84
19.07.2018 17:00 - 19.07.2018 18:00,3241,56.24
19.07.2018 18:00 - 19.07.2018 19:00,3164,57.1
19.07.2018 19:00 - 19.07.2018 20:00,3107,57.96
19.07.2018 20:00 - 19.07.2018 21:00,3027,56.57
19.07.2018 21:00 - 19.07.2018 22:00,2919,55.05
19.07.2018 22:00 - 19.07.2018 23:00,2712,54.35
19.07.2018 23:00 - 20.07.2018 00:00,2444,51.9
20.07.2018 00:00 - 20.07.2018 01:00,2306,51.52
20.07.2018 01:00 - 20.07.2018 02:00,2224,50.23
20.07.2018 02:00 - 20.07.2018 03:00,2187,49.64
20.07.2018 03:00 - 20.07.2018 04:00,2145,48.12
20.07.2018 04:00 - 20.07.2018 05:00,2191,46.42
20.07.2018 05:00 - 20.07.2018 06:00,2518,49.18
20.07.2018 06:00 - 20.07.2018 07:00,2903,52.47
20.07.2018 07:00 - 20.07.2018 08:00,3284,59.85
20.07.2018 08:00 - 20.07.2018 09:00,3469,62.51
20.07.2018 09:00 - 20.07.2018 10:00,3511,62.81
20.07.2018 10:00 - 20.07.2018 11:00,3517,59.9
20.07.2018 11:00 - 20.07.2018 12:00,3480,59.26
20.07.2018 12:00 - 20.07.2018 13:00,3533,63.79
20.07.2018 13:00 - 20.07.2018 14:00,3494,64.91
20.07.2018 14:00 - 20.07.2018 15:00,3446,63.67
20.07.2018 15:00 - 20.07.2018 16:00,3359,61.27
20.07.2018 16:00 - 20.07.2018 17:00,3265,59.98
20.07.2018 17:00 - 20.07.2018 18:00,3184,60.21
20.07.2018 18:00 - 20.07.2018 19:00,3114,58.5
20.07.2018 19:00 - 20.07.2018 20:00,3053,57.93
20.07.2018 20:00 - 20.07.2018 21:00,2959,56.61
20.07.2018 21:00 - 20.07.2018 22:00,2863,55.38
20.07.2018 22:00 - 20.07.2018 23:00,2673,54.67
20.07.2018 23:00 - 21.07.2018 00:00,2450,52.57
21.07.2018 00:00 - 21.07.2018 01:00,2273,51.99
21.07.2018 01:00 - 21.07.2018 02:00,2186,50.4
21.07.2018 02:00 - 21.07.2018 03:00,2132,49.18
21.07.2018 03:00 - 21.07.2018 04:00,2077,49.03
21.07.2018 04:00 - 21.07.2018 05:00,2064,48.07
21.07.2018 05:00 - 21.07.2018 06:00,2217,49.01
21.07.2018 06:00 - 21.07.2018 07:00,2419,50.53
21.07.2018 07:00 - 21.07.2018 08:00,2682,52.01
21.07.2018 08:00 - 21.07.2018 09:00,2900,53.81
